,energy_system_scenario,oil_prices,renewables_prices,hydrogen_subsidies,region,year,energy_price,technology,energy_price_unit,upstream_CO2_emission_factor,CO2_emission_factor_unit
193,50% CO2 reduction by 2050,High,Conservative,Yes,north_central,2030,5.17103149,Biodiesel,$/Gallon,2.4,kgCO2/gallon
194,50% CO2 reduction by 2050,High,Conservative,Yes,north_central,2035,4.139287029,Biodiesel,$/Gallon,2.4,kgCO2/gallon
195,50% CO2 reduction by 2050,High,Conservative,Yes,north_central,2040,3.205651352,Biodiesel,$/Gallon,2.4,kgCO2/gallon
196,50% CO2 reduction by 2050,High,Conservative,Yes,north_central,2045,2.635519708,Biodiesel,$/Gallon,2.4,kgCO2/gallon
197,50% CO2 reduction by 2050,High,Conservative,Yes,north_central,2050,2.064461393,Biodiesel,$/Gallon,2.4,kgCO2/gallon
198,50% CO2 reduction by 2050,High,Conservative,Yes,south_east,2025,3.848050448,Biodiesel,$/Gallon,2.4,kgCO2/gallon
199,50% CO2 reduction by 2050,High,Conservative,Yes,south_east,2030,7.326807397,Biodiesel,$/Gallon,2.4,kgCO2/gallon
200,50% CO2 reduction by 2050,High,Conservative,Yes,south_east,2035,7.618474039,Biodiesel,$/Gallon,2.4,kgCO2/gallon
201,50% CO2 reduction by 2050,High,Conservative,Yes,south_east,2040,6.26122306,Biodiesel,$/Gallon,2.4,kgCO2/gallon
202,50% CO2 reduction by 2050,High,Conservative,Yes,south_east,2045,4.616464366,Biodiesel,$/Gallon,2.4,kgCO2/gallon
203,50% CO2 reduction by 2050,High,Conservative,Yes,south_east,2050,3.897049549,Biodiesel,$/Gallon,2.4,kgCO2/gallon
204,50% CO2 reduction by 2050,High,Conservative,Yes,south_west,2025,1.859245522,Biodiesel,$/Gallon,2.4,kgCO2/gallon
205,50% CO2 reduction by 2050,High,Conservative,Yes,south_west,2030,3.739874357,Biodiesel,$/Gallon,2.4,kgCO2/gallon
206,50% CO2 reduction by 2050,High,Conservative,Yes,south_west,2035,2.929729084,Biodiesel,$/Gallon,2.4,kgCO2/gallon
207,50% CO2 reduction by 2050,High,Conservative,Yes,south_west,2040,2.296179997,Biodiesel,$/Gallon,2.4,kgCO2/gallon
208,50% CO2 reduction by 2050,High,Conservative,Yes,south_west,2045,1.798616209,Biodiesel,$/Gallon,2.4,kgCO2/gallon
209,50% CO2 reduction by 2050,High,Conservative,Yes,south_west,2050,1.409404356,Biodiesel,$/Gallon,2.4,kgCO2/gallon
210,50% CO2 reduction by 2050,High,Conservative,Yes,texas,2025,13.45482128,Biodiesel,$/Gallon,2.4,kgCO2/gallon
211,50% CO2 reduction by 2050,High,Conservative,Yes,texas,2030,9.231871143,Biodiesel,$/Gallon,2.4,kgCO2/gallon
212,50% CO2 reduction by 2050,High,Conservative,Yes,texas,2035,7.904149698,Biodiesel,$/Gallon,2.4,kgCO2/gallon
213,50% CO2 reduction by 2050,High,Conservative,Yes,texas,2040,5.92196938,Biodiesel,$/Gallon,2.4,kgCO2/gallon
214,50% CO2 reduction by 2050,High,Conservative,Yes,texas,2045,4.299333843,Biodiesel,$/Gallon,2.4,kgCO2/gallon
215,50% CO2 reduction by 2050,High,Conservative,Yes,texas,2050,3.539017307,Biodiesel,$/Gallon,2.4,kgCO2/gallon
216,50% CO2 reduction by 2050,High,Moderate,No,california,2025,1.858100017,Biodiesel,$/Gallon,2.4,kgCO2/gallon
217,50% CO2 reduction by 2050,High,Moderate,No,california,2030,3.739980105,Biodiesel,$/Gallon,2.4,kgCO2/gallon
218,50% CO2 reduction by 2050,High,Moderate,No,california,2035,2.930248459,Biodiesel,$/Gallon,2.4,kgCO2/gallon
219,50% CO2 reduction by 2050,High,Moderate,No,california,2040,2.295927722,Biodiesel,$/Gallon,2.4,kgCO2/gallon
220,50% CO2 reduction by 2050,High,Moderate,No,california,2045,1.798919696,Biodiesel,$/Gallon,2.4,kgCO2/gallon
221,50% CO2 reduction by 2050,High,Moderate,No,california,2050,1.409494581,Biodiesel,$/Gallon,2.4,kgCO2/gallon
222,50% CO2 reduction by 2050,High,Moderate,No,central,2025,6.550210008,Biodiesel,$/Gallon,2.4,kgCO2/gallon
223,50% CO2 reduction by 2050,High,Moderate,No,central,2030,5.132261706,Biodiesel,$/Gallon,2.4,kgCO2/gallon
224,50% CO2 reduction by 2050,High,Moderate,No,central,2035,4.021260661,Biodiesel,$/Gallon,2.4,kgCO2/gallon
225,50% CO2 reduction by 2050,High,Moderate,No,central,2040,3.188670771,Biodiesel,$/Gallon,2.4,kgCO2/gallon
226,50% CO2 reduction by 2050,High,Moderate,No,central,2045,2.578992387,Biodiesel,$/Gallon,2.4,kgCO2/gallon
227,50% CO2 reduction by 2050,High,Moderate,No,central,2050,2.062976911,Biodiesel,$/Gallon,2.4,kgCO2/gallon
228,50% CO2 reduction by 2050,High,Moderate,No,middle_atlantic,2025,6.55021029,Biodiesel,$/Gallon,2.4,kgCO2/gallon
229,50% CO2 reduction by 2050,High,Moderate,No,middle_atlantic,2030,8.496004847,Biodiesel,$/Gallon,2.4,kgCO2/gallon
230,50% CO2 reduction by 2050,High,Moderate,No,middle_atlantic,2035,4.56268176,Biodiesel,$/Gallon,2.4,kgCO2/gallon
231,50% CO2 reduction by 2050,High,Moderate,No,middle_atlantic,2040,3.188670783,Biodiesel,$/Gallon,2.4,kgCO2/gallon
232,50% CO2 reduction by 2050,High,Moderate,No,middle_atlantic,2045,3.992940825,Biodiesel,$/Gallon,2.4,kgCO2/gallon
233,50% CO2 reduction by 2050,High,Moderate,No,middle_atlantic,2050,4.669088029,Biodiesel,$/Gallon,2.4,kgCO2/gallon
234,50% CO2 reduction by 2050,High,Moderate,No,north_east,2025,13.97110015,Biodiesel,$/Gallon,2.4,kgCO2/gallon
235,50% CO2 reduction by 2050,High,Moderate,No,north_east,2030,11.07662924,Biodiesel,$/Gallon,2.4,kgCO2/gallon
236,50% CO2 reduction by 2050,High,Moderate,No,north_east,2035,9.014108293,Biodiesel,$/Gallon,2.4,kgCO2/gallon
237,50% CO2 reduction by 2050,High,Moderate,No,north_east,2040,7.349283864,Biodiesel,$/Gallon,2.4,kgCO2/gallon
238,50% CO2 reduction by 2050,High,Moderate,No,north_east,2045,6.207046056,Biodiesel,$/Gallon,2.4,kgCO2/gallon
239,50% CO2 reduction by 2050,High,Moderate,No,north_east,2050,5.116889251,Biodiesel,$/Gallon,2.4,kgCO2/gallon
240,50% CO2 reduction by 2050,High,Moderate,No,north_west,2025,4.772872489,Biodiesel,$/Gallon,2.4,kgCO2/gallon
241,50% CO2 reduction by 2050,High,Moderate,No,north_west,2030,3.739671281,Biodiesel,$/Gallon,2.4,kgCO2/gallon
242,50% CO2 reduction by 2050,High,Moderate,No,north_west,2035,2.930129286,Biodiesel,$/Gallon,2.4,kgCO2/gallon
243,50% CO2 reduction by 2050,High,Moderate,No,north_west,2040,2.295845032,Biodiesel,$/Gallon,2.4,kgCO2/gallon
244,50% CO2 reduction by 2050,High,Moderate,No,north_west,2045,1.798878859,Biodiesel,$/Gallon,2.4,kgCO2/gallon
245,50% CO2 reduction by 2050,High,Moderate,No,north_west,2050,1.409481568,Biodiesel,$/Gallon,2.4,kgCO2/gallon
246,50% CO2 reduction by 2050,High,Moderate,No,north_central,2025,6.55021019,Biodiesel,$/Gallon,2.4,kgCO2/gallon
247,50% CO2 reduction by 2050,High,Moderate,No,north_central,2030,5.132261714,Biodiesel,$/Gallon,2.4,kgCO2/gallon
248,50% CO2 reduction by 2050,High,Moderate,No,north_central,2035,4.021260667,Biodiesel,$/Gallon,2.4,kgCO2/gallon
249,50% CO2 reduction by 2050,High,Moderate,No,north_central,2040,3.188670734,Biodiesel,$/Gallon,2.4,kgCO2/gallon
250,50% CO2 reduction by 2050,High,Moderate,No,north_central,2045,2.578992422,Biodiesel,$/Gallon,2.4,kgCO2/gallon
251,50% CO2 reduction by 2050,High,Moderate,No,north_central,2050,2.062976912,Biodiesel,$/Gallon,2.4,kgCO2/gallon
252,50% CO2 reduction by 2050,High,Moderate,No,south_east,2025,3.635437745,Biodiesel,$/Gallon,2.4,kgCO2/gallon
253,50% CO2 reduction by 2050,High,Moderate,No,south_east,2030,10.77520128,Biodiesel,$/Gallon,2.4,kgCO2/gallon
254,50% CO2 reduction by 2050,High,Moderate,No,south_east,2035,8.780067237,Biodiesel,$/Gallon,2.4,kgCO2/gallon
255,50% CO2 reduction by 2050,High,Moderate,No,south_east,2040,3.188671019,Biodiesel,$/Gallon,2.4,kgCO2/gallon
256,50% CO2 reduction by 2050,High,Moderate,No,south_east,2045,5.757556243,Biodiesel,$/Gallon,2.4,kgCO2/gallon
257,50% CO2 reduction by 2050,High,Moderate,No,south_east,2050,4.782583507,Biodiesel,$/Gallon,2.4,kgCO2/gallon
258,50% CO2 reduction by 2050,High,Moderate,No,south_west,2025,1.858100628,Biodiesel,$/Gallon,2.4,kgCO2/gallon
259,50% CO2 reduction by 2050,High,Moderate,No,south_west,2030,3.739672233,Biodiesel,$/Gallon,2.4,kgCO2/gallon
260,50% CO2 reduction by 2050,High,Moderate,No,south_west,2035,2.930128247,Biodiesel,$/Gallon,2.4,kgCO2/gallon
261,50% CO2 reduction by 2050,High,Moderate,No,south_west,2040,2.637045158,Biodiesel,$/Gallon,2.4,kgCO2/gallon
262,50% CO2 reduction by 2050,High,Moderate,No,south_west,2045,1.457678748,Biodiesel,$/Gallon,2.4,kgCO2/gallon
263,50% CO2 reduction by 2050,High,Moderate,No,south_west,2050,1.409481552,Biodiesel,$/Gallon,2.4,kgCO2/gallon
264,50% CO2 reduction by 2050,High,Moderate,No,texas,2025,13.1830485,Biodiesel,$/Gallon,2.4,kgCO2/gallon
265,50% CO2 reduction by 2050,High,Moderate,No,texas,2030,10.44107078,Biodiesel,$/Gallon,2.4,kgCO2/gallon
266,50% CO2 reduction by 2050,High,Moderate,No,texas,2035,8.525228124,Biodiesel,$/Gallon,2.4,kgCO2/gallon
267,50% CO2 reduction by 2050,High,Moderate,No,texas,2040,6.977461096,Biodiesel,$/Gallon,2.4,kgCO2/gallon
268,50% CO2 reduction by 2050,High,Moderate,No,texas,2045,5.458911899,Biodiesel,$/Gallon,2.4,kgCO2/gallon
269,50% CO2 reduction by 2050,High,Moderate,No,texas,2050,4.450960651,Biodiesel,$/Gallon,2.4,kgCO2/gallon
270,50% CO2 reduction by 2050,High,Moderate,Yes,california,2025,1.858168776,Biodiesel,$/Gallon,2.4,kgCO2/gallon
271,50% CO2 reduction by 2050,High,Moderate,Yes,california,2030,3.740033307,Biodiesel,$/Gallon,2.4,kgCO2/gallon
272,50% CO2 reduction by 2050,High,Moderate,Yes,california,2035,2.930273136,Biodiesel,$/Gallon,2.4,kgCO2/gallon
273,50% CO2 reduction by 2050,High,Moderate,Yes,california,2040,2.295903168,Biodiesel,$/Gallon,2.4,kgCO2/gallon
274,50% CO2 reduction by 2050,High,Moderate,Yes,california,2045,1.798919476,Biodiesel,$/Gallon,2.4,kgCO2/gallon
275,50% CO2 reduction by 2050,High,Moderate,Yes,california,2050,1.40948926,Biodiesel,$/Gallon,2.4,kgCO2/gallon
276,50% CO2 reduction by 2050,High,Moderate,Yes,central,2025,6.776826222,Biodiesel,$/Gallon,2.4,kgCO2/gallon
277,50% CO2 reduction by 2050,High,Moderate,Yes,central,2030,5.135182158,Biodiesel,$/Gallon,2.4,kgCO2/gallon
278,50% CO2 reduction by 2050,High,Moderate,Yes,central,2035,4.128589127,Biodiesel,$/Gallon,2.4,kgCO2/gallon
279,50% CO2 reduction by 2050,High,Moderate,Yes,central,2040,3.177110912,Biodiesel,$/Gallon,2.4,kgCO2/gallon
280,50% CO2 reduction by 2050,High,Moderate,Yes,central,2045,2.624092312,Biodiesel,$/Gallon,2.4,kgCO2/gallon
281,50% CO2 reduction by 2050,High,Moderate,Yes,central,2050,2.061980573,Biodiesel,$/Gallon,2.4,kgCO2/gallon
282,50% CO2 reduction by 2050,High,Moderate,Yes,middle_atlantic,2025,6.776922939,Biodiesel,$/Gallon,2.4,kgCO2/gallon
283,50% CO2 reduction by 2050,High,Moderate,Yes,middle_atlantic,2030,5.135086008,Biodiesel,$/Gallon,2.4,kgCO2/gallon
284,50% CO2 reduction by 2050,High,Moderate,Yes,middle_atlantic,2035,5.671826895,Biodiesel,$/Gallon,2.4,kgCO2/gallon
285,50% CO2 reduction by 2050,High,Moderate,Yes,middle_atlantic,2040,6.11538604,Biodiesel,$/Gallon,2.4,kgCO2/gallon
286,50% CO2 reduction by 2050,High,Moderate,Yes,middle_atlantic,2045,5.27833621,Biodiesel,$/Gallon,2.4,kgCO2/gallon
287,50% CO2 reduction by 2050,High,Moderate,Yes,middle_atlantic,2050,4.345095553,Biodiesel,$/Gallon,2.4,kgCO2/gallon
288,50% CO2 reduction by 2050,High,Moderate,Yes,north_east,2025,14.68910422,Biodiesel,$/Gallon,2.4,kgCO2/gallon
289,50% CO2 reduction by 2050,High,Moderate,Yes,north_east,2030,11.08588298,Biodiesel,$/Gallon,2.4,kgCO2/gallon
290,50% CO2 reduction by 2050,High,Moderate,Yes,north_east,2035,9.12191281,Biodiesel,$/Gallon,2.4,kgCO2/gallon
291,50% CO2 reduction by 2050,High,Moderate,Yes,north_east,2040,7.047010279,Biodiesel,$/Gallon,2.4,kgCO2/gallon
292,50% CO2 reduction by 2050,High,Moderate,Yes,north_east,2045,6.123460782,Biodiesel,$/Gallon,2.4,kgCO2/gallon
293,50% CO2 reduction by 2050,High,Moderate,Yes,north_east,2050,4.957873792,Biodiesel,$/Gallon,2.4,kgCO2/gallon
294,50% CO2 reduction by 2050,High,Moderate,Yes,north_west,2025,4.772941057,Biodiesel,$/Gallon,2.4,kgCO2/gallon
295,50% CO2 reduction by 2050,High,Moderate,Yes,north_west,2030,3.739671915,Biodiesel,$/Gallon,2.4,kgCO2/gallon
296,50% CO2 reduction by 2050,High,Moderate,Yes,north_west,2035,2.930162065,Biodiesel,$/Gallon,2.4,kgCO2/gallon
297,50% CO2 reduction by 2050,High,Moderate,Yes,north_west,2040,2.29584152,Biodiesel,$/Gallon,2.4,kgCO2/gallon
298,50% CO2 reduction by 2050,High,Moderate,Yes,north_west,2045,1.798892533,Biodiesel,$/Gallon,2.4,kgCO2/gallon
299,50% CO2 reduction by 2050,High,Moderate,Yes,north_west,2050,1.409481262,Biodiesel,$/Gallon,2.4,kgCO2/gallon
300,50% CO2 reduction by 2050,High,Moderate,Yes,north_central,2025,6.776826795,Biodiesel,$/Gallon,2.4,kgCO2/gallon
301,50% CO2 reduction by 2050,High,Moderate,Yes,north_central,2030,5.135182245,Biodiesel,$/Gallon,2.4,kgCO2/gallon
302,50% CO2 reduction by 2050,High,Moderate,Yes,north_central,2035,4.128589062,Biodiesel,$/Gallon,2.4,kgCO2/gallon
303,50% CO2 reduction by 2050,High,Moderate,Yes,north_central,2040,3.177110864,Biodiesel,$/Gallon,2.4,kgCO2/gallon
304,50% CO2 reduction by 2050,High,Moderate,Yes,north_central,2045,2.624092357,Biodiesel,$/Gallon,2.4,kgCO2/gallon
305,50% CO2 reduction by 2050,High,Moderate,Yes,north_central,2050,2.061980581,Biodiesel,$/Gallon,2.4,kgCO2/gallon
306,50% CO2 reduction by 2050,High,Moderate,Yes,south_east,2025,3.862054868,Biodiesel,$/Gallon,2.4,kgCO2/gallon
307,50% CO2 reduction by 2050,High,Moderate,Yes,south_east,2030,7.557593539,Biodiesel,$/Gallon,2.4,kgCO2/gallon
308,50% CO2 reduction by 2050,High,Moderate,Yes,south_east,2035,7.575499216,Biodiesel,$/Gallon,2.4,kgCO2/gallon
309,50% CO2 reduction by 2050,High,Moderate,Yes,south_east,2040,6.076466175,Biodiesel,$/Gallon,2.4,kgCO2/gallon
310,50% CO2 reduction by 2050,High,Moderate,Yes,south_east,2045,4.39196115,Biodiesel,$/Gallon,2.4,kgCO2/gallon
311,50% CO2 reduction by 2050,High,Moderate,Yes,south_east,2050,3.868620551,Biodiesel,$/Gallon,2.4,kgCO2/gallon
312,50% CO2 reduction by 2050,High,Moderate,Yes,south_west,2025,1.858169281,Biodiesel,$/Gallon,2.4,kgCO2/gallon
313,50% CO2 reduction by 2050,High,Moderate,Yes,south_west,2030,3.7396716,Biodiesel,$/Gallon,2.4,kgCO2/gallon
314,50% CO2 reduction by 2050,High,Moderate,Yes,south_west,2035,2.930162077,Biodiesel,$/Gallon,2.4,kgCO2/gallon
315,50% CO2 reduction by 2050,High,Moderate,Yes,south_west,2040,2.295841622,Biodiesel,$/Gallon,2.4,kgCO2/gallon
316,50% CO2 reduction by 2050,High,Moderate,Yes,south_west,2045,1.798892509,Biodiesel,$/Gallon,2.4,kgCO2/gallon
317,50% CO2 reduction by 2050,High,Moderate,Yes,south_west,2050,1.409481184,Biodiesel,$/Gallon,2.4,kgCO2/gallon
318,50% CO2 reduction by 2050,High,Moderate,Yes,texas,2025,13.49808039,Biodiesel,$/Gallon,2.4,kgCO2/gallon
319,50% CO2 reduction by 2050,High,Moderate,Yes,texas,2030,9.122299056,Biodiesel,$/Gallon,2.4,kgCO2/gallon
320,50% CO2 reduction by 2050,High,Moderate,Yes,texas,2035,7.722688234,Biodiesel,$/Gallon,2.4,kgCO2/gallon
321,50% CO2 reduction by 2050,High,Moderate,Yes,texas,2040,5.673663188,Biodiesel,$/Gallon,2.4,kgCO2/gallon
322,50% CO2 reduction by 2050,High,Moderate,Yes,texas,2045,4.226523477,Biodiesel,$/Gallon,2.4,kgCO2/gallon
323,50% CO2 reduction by 2050,High,Moderate,Yes,texas,2050,3.502933772,Biodiesel,$/Gallon,2.4,kgCO2/gallon
324,50% CO2 reduction by 2050,Low,Advanced,No,california,2025,5.230285035,Biodiesel,$/Gallon,2.4,kgCO2/gallon
325,50% CO2 reduction by 2050,Low,Advanced,No,california,2030,3.282673216,Biodiesel,$/Gallon,2.4,kgCO2/gallon
326,50% CO2 reduction by 2050,Low,Advanced,No,california,2035,2.929813862,Biodiesel,$/Gallon,2.4,kgCO2/gallon
327,50% CO2 reduction by 2050,Low,Advanced,No,california,2040,2.296132765,Biodiesel,$/Gallon,2.4,kgCO2/gallon
328,50% CO2 reduction by 2050,Low,Advanced,No,california,2045,2.254533014,Biodiesel,$/Gallon,2.4,kgCO2/gallon
329,50% CO2 reduction by 2050,Low,Advanced,No,california,2050,0.953817495,Biodiesel,$/Gallon,2.4,kgCO2/gallon
330,50% CO2 reduction by 2050,Low,Advanced,No,central,2025,6.720432771,Biodiesel,$/Gallon,2.4,kgCO2/gallon
331,50% CO2 reduction by 2050,Low,Advanced,No,central,2030,4.777705025,Biodiesel,$/Gallon,2.4,kgCO2/gallon
332,50% CO2 reduction by 2050,Low,Advanced,No,central,2035,3.802535645,Biodiesel,$/Gallon,2.4,kgCO2/gallon
333,50% CO2 reduction by 2050,Low,Advanced,No,central,2040,3.183353974,Biodiesel,$/Gallon,2.4,kgCO2/gallon
334,50% CO2 reduction by 2050,Low,Advanced,No,central,2045,2.593503939,Biodiesel,$/Gallon,2.4,kgCO2/gallon
335,50% CO2 reduction by 2050,Low,Advanced,No,central,2050,2.093637736,Biodiesel,$/Gallon,2.4,kgCO2/gallon
336,50% CO2 reduction by 2050,Low,Advanced,No,middle_atlantic,2025,7.790268344,Biodiesel,$/Gallon,2.4,kgCO2/gallon
337,50% CO2 reduction by 2050,Low,Advanced,No,middle_atlantic,2030,5.742951634,Biodiesel,$/Gallon,2.4,kgCO2/gallon
338,50% CO2 reduction by 2050,Low,Advanced,No,middle_atlantic,2035,4.556128294,Biodiesel,$/Gallon,2.4,kgCO2/gallon
339,50% CO2 reduction by 2050,Low,Advanced,No,middle_atlantic,2040,3.614833709,Biodiesel,$/Gallon,2.4,kgCO2/gallon
340,50% CO2 reduction by 2050,Low,Advanced,No,middle_atlantic,2045,3.134440764,Biodiesel,$/Gallon,2.4,kgCO2/gallon
341,50% CO2 reduction by 2050,Low,Advanced,No,middle_atlantic,2050,2.661343652,Biodiesel,$/Gallon,2.4,kgCO2/gallon
342,50% CO2 reduction by 2050,Low,Advanced,No,north_east,2025,7.348511874,Biodiesel,$/Gallon,2.4,kgCO2/gallon
343,50% CO2 reduction by 2050,Low,Advanced,No,north_east,2030,5.363521709,Biodiesel,$/Gallon,2.4,kgCO2/gallon
344,50% CO2 reduction by 2050,Low,Advanced,No,north_east,2035,4.258817441,Biodiesel,$/Gallon,2.4,kgCO2/gallon
345,50% CO2 reduction by 2050,Low,Advanced,No,north_east,2040,3.381933936,Biodiesel,$/Gallon,2.4,kgCO2/gallon
346,50% CO2 reduction by 2050,Low,Advanced,No,north_east,2045,2.952010745,Biodiesel,$/Gallon,2.4,kgCO2/gallon
347,50% CO2 reduction by 2050,Low,Advanced,No,north_east,2050,2.515433308,Biodiesel,$/Gallon,2.4,kgCO2/gallon
348,50% CO2 reduction by 2050,Low,Advanced,No,north_west,2025,4.771888429,Biodiesel,$/Gallon,2.4,kgCO2/gallon
349,50% CO2 reduction by 2050,Low,Advanced,No,north_west,2030,3.739579418,Biodiesel,$/Gallon,2.4,kgCO2/gallon
350,50% CO2 reduction by 2050,Low,Advanced,No,north_west,2035,2.929987138,Biodiesel,$/Gallon,2.4,kgCO2/gallon
351,50% CO2 reduction by 2050,Low,Advanced,No,north_west,2040,2.295891138,Biodiesel,$/Gallon,2.4,kgCO2/gallon
352,50% CO2 reduction by 2050,Low,Advanced,No,north_west,2045,1.798832452,Biodiesel,$/Gallon,2.4,kgCO2/gallon
353,50% CO2 reduction by 2050,Low,Advanced,No,north_west,2050,1.409461857,Biodiesel,$/Gallon,2.4,kgCO2/gallon
354,50% CO2 reduction by 2050,Low,Advanced,No,north_central,2025,6.727322795,Biodiesel,$/Gallon,2.4,kgCO2/gallon
355,50% CO2 reduction by 2050,Low,Advanced,No,north_central,2030,4.77630897,Biodiesel,$/Gallon,2.4,kgCO2/gallon
356,50% CO2 reduction by 2050,Low,Advanced,No,north_central,2035,3.801713316,Biodiesel,$/Gallon,2.4,kgCO2/gallon
357,50% CO2 reduction by 2050,Low,Advanced,No,north_central,2040,3.183427347,Biodiesel,$/Gallon,2.4,kgCO2/gallon
358,50% CO2 reduction by 2050,Low,Advanced,No,north_central,2045,2.593499235,Biodiesel,$/Gallon,2.4,kgCO2/gallon
359,50% CO2 reduction by 2050,Low,Advanced,No,north_central,2050,2.093643343,Biodiesel,$/Gallon,2.4,kgCO2/gallon
360,50% CO2 reduction by 2050,Low,Advanced,No,south_east,2025,6.962274483,Biodiesel,$/Gallon,2.4,kgCO2/gallon
361,50% CO2 reduction by 2050,Low,Advanced,No,south_east,2030,5.05805496,Biodiesel,$/Gallon,2.4,kgCO2/gallon
362,50% CO2 reduction by 2050,Low,Advanced,No,south_east,2035,4.019279782,Biodiesel,$/Gallon,2.4,kgCO2/gallon
363,50% CO2 reduction by 2050,Low,Advanced,No,south_east,2040,3.194085328,Biodiesel,$/Gallon,2.4,kgCO2/gallon
364,50% CO2 reduction by 2050,Low,Advanced,No,south_east,2045,2.804771391,Biodiesel,$/Gallon,2.4,kgCO2/gallon
365,50% CO2 reduction by 2050,Low,Advanced,No,south_east,2050,2.400082872,Biodiesel,$/Gallon,2.4,kgCO2/gallon
366,50% CO2 reduction by 2050,Low,Advanced,No,south_west,2025,4.772145919,Biodiesel,$/Gallon,2.4,kgCO2/gallon
367,50% CO2 reduction by 2050,Low,Advanced,No,south_west,2030,3.739681017,Biodiesel,$/Gallon,2.4,kgCO2/gallon
368,50% CO2 reduction by 2050,Low,Advanced,No,south_west,2035,2.929661318,Biodiesel,$/Gallon,2.4,kgCO2/gallon
369,50% CO2 reduction by 2050,Low,Advanced,No,south_west,2040,2.295982732,Biodiesel,$/Gallon,2.4,kgCO2/gallon
370,50% CO2 reduction by 2050,Low,Advanced,No,south_west,2045,1.798771537,Biodiesel,$/Gallon,2.4,kgCO2/gallon
371,50% CO2 reduction by 2050,Low,Advanced,No,south_west,2050,1.409426488,Biodiesel,$/Gallon,2.4,kgCO2/gallon
372,50% CO2 reduction by 2050,Low,Advanced,No,texas,2025,6.795204242,Biodiesel,$/Gallon,2.4,kgCO2/gallon
373,50% CO2 reduction by 2050,Low,Advanced,No,texas,2030,4.921022384,Biodiesel,$/Gallon,2.4,kgCO2/gallon
374,50% CO2 reduction by 2050,Low,Advanced,No,texas,2035,3.911457367,Biodiesel,$/Gallon,2.4,kgCO2/gallon
375,50% CO2 reduction by 2050,Low,Advanced,No,texas,2040,3.141122612,Biodiesel,$/Gallon,2.4,kgCO2/gallon
376,50% CO2 reduction by 2050,Low,Advanced,No,texas,2045,2.738691259,Biodiesel,$/Gallon,2.4,kgCO2/gallon
377,50% CO2 reduction by 2050,Low,Advanced,No,texas,2050,2.34846416,Biodiesel,$/Gallon,2.4,kgCO2/gallon
378,50% CO2 reduction by 2050,Low,Advanced,Yes,california,2025,4.772941659,Biodiesel,$/Gallon,2.4,kgCO2/gallon
379,50% CO2 reduction by 2050,Low,Advanced,Yes,california,2030,3.740132169,Biodiesel,$/Gallon,2.4,kgCO2/gallon
380,50% CO2 reduction by 2050,Low,Advanced,Yes,california,2035,2.930253932,Biodiesel,$/Gallon,2.4,kgCO2/gallon
381,50% CO2 reduction by 2050,Low,Advanced,Yes,california,2040,2.295941409,Biodiesel,$/Gallon,2.4,kgCO2/gallon
382,50% CO2 reduction by 2050,Low,Advanced,Yes,california,2045,1.798969329,Biodiesel,$/Gallon,2.4,kgCO2/gallon
383,50% CO2 reduction by 2050,Low,Advanced,Yes,california,2050,1.409536988,Biodiesel,$/Gallon,2.4,kgCO2/gallon
384,50% CO2 reduction by 2050,Low,Advanced,Yes,central,2025,6.821035166,Biodiesel,$/Gallon,2.4,kgCO2/gallon
385,50% CO2 reduction by 2050,Low,Advanced,Yes,central,2030,4.773858157,Biodiesel,$/Gallon,2.4,kgCO2/gallon
386,50% CO2 reduction by 2050,Low,Advanced,Yes,central,2035,3.798595863,Biodiesel,$/Gallon,2.4,kgCO2/gallon
387,50% CO2 reduction by 2050,Low,Advanced,Yes,central,2040,3.132258469,Biodiesel,$/Gallon,2.4,kgCO2/gallon
388,50% CO2 reduction by 2050,Low,Advanced,Yes,central,2045,2.546116847,Biodiesel,$/Gallon,2.4,kgCO2/gallon
389,50% CO2 reduction by 2050,Low,Advanced,Yes,central,2050,2.079403272,Biodiesel,$/Gallon,2.4,kgCO2/gallon
390,50% CO2 reduction by 2050,Low,Advanced,Yes,middle_atlantic,2025,7.93207709,Biodiesel,$/Gallon,2.4,kgCO2/gallon
391,50% CO2 reduction by 2050,Low,Advanced,Yes,middle_atlantic,2030,5.742970275,Biodiesel,$/Gallon,2.4,kgCO2/gallon
392,50% CO2 reduction by 2050,Low,Advanced,Yes,middle_atlantic,2035,4.555960769,Biodiesel,$/Gallon,2.4,kgCO2/gallon
393,50% CO2 reduction by 2050,Low,Advanced,Yes,middle_atlantic,2040,3.510259642,Biodiesel,$/Gallon,2.4,kgCO2/gallon
394,50% CO2 reduction by 2050,Low,Advanced,Yes,middle_atlantic,2045,2.984418682,Biodiesel,$/Gallon,2.4,kgCO2/gallon
395,50% CO2 reduction by 2050,Low,Advanced,Yes,middle_atlantic,2050,2.61601652,Biodiesel,$/Gallon,2.4,kgCO2/gallon
396,50% CO2 reduction by 2050,Low,Advanced,Yes,north_east,2025,7.490098346,Biodiesel,$/Gallon,2.4,kgCO2/gallon
397,50% CO2 reduction by 2050,Low,Advanced,Yes,north_east,2030,5.363275273,Biodiesel,$/Gallon,2.4,kgCO2/gallon
398,50% CO2 reduction by 2050,Low,Advanced,Yes,north_east,2035,4.258465519,Biodiesel,$/Gallon,2.4,kgCO2/gallon
399,50% CO2 reduction by 2050,Low,Advanced,Yes,north_east,2040,3.277164857,Biodiesel,$/Gallon,2.4,kgCO2/gallon
