energy_system_scenario,freight_demand_scenario,year,region,technology,number_of_charging_stations,operational_refueling_energy_use (GJ),energy_refueled_to_tenders&locomotives (GJ),cost_per_station ($),infrastructure_O&M_cost ($/year)
100% CO2 reduction by 2050,Agricultural Reduction,2035,california,hydrogen,52,6569826,5972569,460833.7237,455000000
100% CO2 reduction by 2050,Agricultural Reduction,2035,california,biodiesel,0,0,5972344,460833.7237,455000000
100% CO2 reduction by 2050,Agricultural Reduction,2035,california,catenary,0,0,5972569,460833.7237,4550000000
100% CO2 reduction by 2050,Agricultural Reduction,2035,california,battery,56,6569826,5972569,460833.7237,455000000
100% CO2 reduction by 2050,Agricultural Reduction,2035,central,diesel,0,0,14460597,460833.7237,455000000
100% CO2 reduction by 2050,Agricultural Reduction,2035,central,hydrogen,50,15907255,14461141,460833.7237,455000000
100% CO2 reduction by 2050,Agricultural Reduction,2035,central,biodiesel,0,0,14460597,460833.7237,455000000
100% CO2 reduction by 2050,Agricultural Reduction,2035,central,catenary,0,0,14461141,460833.7237,4550000000
100% CO2 reduction by 2050,Agricultural Reduction,2035,central,battery,51,15907255,14461141,460833.7237,455000000
100% CO2 reduction by 2050,Agricultural Reduction,2035,middle_atlantic,diesel,0,0,12624986,460833.7237,455000000
100% CO2 reduction by 2050,Agricultural Reduction,2035,middle_atlantic,hydrogen,38,15150552,12625460,460833.7237,455000000
100% CO2 reduction by 2050,Agricultural Reduction,2035,middle_atlantic,biodiesel,0,0,12624986,460833.7237,455000000
100% CO2 reduction by 2050,Agricultural Reduction,2035,middle_atlantic,catenary,0,0,12625460,460833.7237,4550000000
100% CO2 reduction by 2050,Agricultural Reduction,2035,middle_atlantic,battery,39,13888006,12625460,460833.7237,455000000
100% CO2 reduction by 2050,Agricultural Reduction,2035,north_central,diesel,0,0,26200014,460833.7237,455000000
100% CO2 reduction by 2050,Agricultural Reduction,2035,north_central,hydrogen,51,31441199,26200999,460833.7237,455000000
100% CO2 reduction by 2050,Agricultural Reduction,2035,north_central,biodiesel,0,0,26200014,460833.7237,455000000
100% CO2 reduction by 2050,Agricultural Reduction,2035,north_central,catenary,0,0,26200999,460833.7237,4550000000
100% CO2 reduction by 2050,Agricultural Reduction,2035,north_central,battery,44,31441199,26200999,460833.7237,455000000
100% CO2 reduction by 2050,Agricultural Reduction,2035,north_east,diesel,0,0,1689943,460833.7237,455000000
100% CO2 reduction by 2050,Agricultural Reduction,2035,north_east,hydrogen,52,1859007,1690006,460833.7237,455000000
100% CO2 reduction by 2050,Agricultural Reduction,2035,north_east,biodiesel,0,0,1689943,460833.7237,455000000
100% CO2 reduction by 2050,Agricultural Reduction,2035,north_east,catenary,0,0,1690006,460833.7237,4550000000
100% CO2 reduction by 2050,Agricultural Reduction,2035,north_east,battery,54,1859007,1690006,460833.7237,455000000
100% CO2 reduction by 2050,Agricultural Reduction,2035,north_west,diesel,0,0,14947379,460833.7237,455000000
100% CO2 reduction by 2050,Agricultural Reduction,2035,north_west,hydrogen,54,17937528,14947940,460833.7237,455000000
100% CO2 reduction by 2050,Agricultural Reduction,2035,north_west,biodiesel,0,0,14947379,460833.7237,455000000
100% CO2 reduction by 2050,Agricultural Reduction,2035,north_west,catenary,0,0,14947940,460833.7237,4550000000
100% CO2 reduction by 2050,Agricultural Reduction,2035,north_west,battery,46,16442734,14947940,460833.7237,455000000
100% CO2 reduction by 2050,Agricultural Reduction,2035,south_east,diesel,0,0,7433172,460833.7237,455000000
100% CO2 reduction by 2050,Agricultural Reduction,2035,south_east,hydrogen,39,8920141,7433451,460833.7237,455000000
100% CO2 reduction by 2050,Agricultural Reduction,2035,south_east,biodiesel,0,0,7433172,460833.7237,455000000
100% CO2 reduction by 2050,Agricultural Reduction,2035,south_east,catenary,0,0,7433451,460833.7237,4550000000
100% CO2 reduction by 2050,Agricultural Reduction,2035,south_east,battery,53,8176796,7433451,460833.7237,455000000
100% CO2 reduction by 2050,Agricultural Reduction,2035,south_west,diesel,0,0,8512490,460833.7237,455000000
100% CO2 reduction by 2050,Agricultural Reduction,2035,south_west,hydrogen,53,10215372,8512810,460833.7237,455000000
100% CO2 reduction by 2050,Agricultural Reduction,2035,south_west,biodiesel,0,0,8512490,460833.7237,455000000
100% CO2 reduction by 2050,Agricultural Reduction,2035,south_west,catenary,0,0,8512810,460833.7237,4550000000
100% CO2 reduction by 2050,Agricultural Reduction,2035,south_west,battery,55,10215372,8512810,460833.7237,455000000
100% CO2 reduction by 2050,Agricultural Reduction,2035,texas,diesel,0,0,12649427,460833.7237,455000000
100% CO2 reduction by 2050,Agricultural Reduction,2035,texas,hydrogen,56,15179882,12649902,460833.7237,455000000
100% CO2 reduction by 2050,Agricultural Reduction,2035,texas,biodiesel,0,0,12649427,460833.7237,455000000
100% CO2 reduction by 2050,Agricultural Reduction,2035,texas,catenary,0,0,12649902,460833.7237,4550000000
100% CO2 reduction by 2050,Agricultural Reduction,2035,texas,battery,41,15179882,12649902,460833.7237,455000000
100% CO2 reduction by 2050,Agricultural Reduction,2040,california,diesel,0,0,5972344,460833.7237,455000000
100% CO2 reduction by 2050,Agricultural Reduction,2040,california,hydrogen,56,6569826,5972569,460833.7237,455000000
100% CO2 reduction by 2050,Agricultural Reduction,2040,california,biodiesel,0,0,5972344,460833.7237,455000000
100% CO2 reduction by 2050,Agricultural Reduction,2040,california,catenary,0,0,5972569,460833.7237,4550000000
100% CO2 reduction by 2050,Agricultural Reduction,2040,california,battery,51,6569826,5972569,460833.7237,455000000
100% CO2 reduction by 2050,Agricultural Reduction,2040,central,diesel,0,0,14460597,460833.7237,455000000
100% CO2 reduction by 2050,Agricultural Reduction,2040,central,hydrogen,45,17353369,14461141,460833.7237,455000000
100% CO2 reduction by 2050,Agricultural Reduction,2040,central,biodiesel,0,0,14460597,460833.7237,455000000
100% CO2 reduction by 2050,Agricultural Reduction,2040,central,catenary,0,0,14461141,460833.7237,4550000000
100% CO2 reduction by 2050,Agricultural Reduction,2040,central,battery,45,15907255,14461141,460833.7237,455000000
100% CO2 reduction by 2050,Agricultural Reduction,2040,middle_atlantic,diesel,0,0,12624986,460833.7237,455000000
100% CO2 reduction by 2050,Agricultural Reduction,2040,middle_atlantic,hydrogen,45,13888006,12625460,460833.7237,455000000
100% CO2 reduction by 2050,Agricultural Reduction,2040,middle_atlantic,biodiesel,0,0,12624986,460833.7237,455000000
100% CO2 reduction by 2050,Agricultural Reduction,2040,middle_atlantic,catenary,0,0,12625460,460833.7237,4550000000
100% CO2 reduction by 2050,Agricultural Reduction,2040,middle_atlantic,battery,55,15150552,12625460,460833.7237,455000000
100% CO2 reduction by 2050,Agricultural Reduction,2040,north_central,diesel,0,0,26200014,460833.7237,455000000
100% CO2 reduction by 2050,Agricultural Reduction,2040,north_central,hydrogen,39,28821099,26200999,460833.7237,455000000
100% CO2 reduction by 2050,Agricultural Reduction,2040,north_central,biodiesel,0,0,26200014,460833.7237,455000000
100% CO2 reduction by 2050,Agricultural Reduction,2040,north_central,catenary,0,0,26200999,460833.7237,4550000000
100% CO2 reduction by 2050,Agricultural Reduction,2040,north_central,battery,39,31441199,26200999,460833.7237,455000000
100% CO2 reduction by 2050,Agricultural Reduction,2040,north_east,diesel,0,0,1689943,460833.7237,455000000
100% CO2 reduction by 2050,Agricultural Reduction,2040,north_east,hydrogen,40,2028007,1690006,460833.7237,455000000
100% CO2 reduction by 2050,Agricultural Reduction,2040,north_east,biodiesel,0,0,1689943,460833.7237,455000000
100% CO2 reduction by 2050,Agricultural Reduction,2040,north_east,catenary,0,0,1690006,460833.7237,4550000000
100% CO2 reduction by 2050,Agricultural Reduction,2040,north_east,battery,48,2028007,1690006,460833.7237,455000000
100% CO2 reduction by 2050,Agricultural Reduction,2040,north_west,diesel,0,0,14947379,460833.7237,455000000
100% CO2 reduction by 2050,Agricultural Reduction,2040,north_west,hydrogen,53,16442734,14947940,460833.7237,455000000
100% CO2 reduction by 2050,Agricultural Reduction,2040,north_west,biodiesel,0,0,14947379,460833.7237,455000000
100% CO2 reduction by 2050,Agricultural Reduction,2040,north_west,catenary,0,0,14947940,460833.7237,4550000000
100% CO2 reduction by 2050,Agricultural Reduction,2040,north_west,battery,40,17937528,14947940,460833.7237,455000000
100% CO2 reduction by 2050,Agricultural Reduction,2040,south_east,diesel,0,0,7433172,460833.7237,455000000
100% CO2 reduction by 2050,Agricultural Reduction,2040,south_east,hydrogen,42,8920141,7433451,460833.7237,455000000
100% CO2 reduction by 2050,Agricultural Reduction,2040,south_east,biodiesel,0,0,7433172,460833.7237,455000000
100% CO2 reduction by 2050,Agricultural Reduction,2040,south_east,catenary,0,0,7433451,460833.7237,4550000000
100% CO2 reduction by 2050,Agricultural Reduction,2040,south_east,battery,55,8176796,7433451,460833.7237,455000000
100% CO2 reduction by 2050,Agricultural Reduction,2040,south_west,diesel,0,0,8512490,460833.7237,455000000
100% CO2 reduction by 2050,Agricultural Reduction,2040,south_west,hydrogen,48,9364091,8512810,460833.7237,455000000
100% CO2 reduction by 2050,Agricultural Reduction,2040,south_west,biodiesel,0,0,8512490,460833.7237,455000000
100% CO2 reduction by 2050,Agricultural Reduction,2040,south_west,catenary,0,0,8512810,460833.7237,4550000000
100% CO2 reduction by 2050,Agricultural Reduction,2040,south_west,battery,40,10215372,8512810,460833.7237,455000000
100% CO2 reduction by 2050,Agricultural Reduction,2040,texas,diesel,0,0,12649427,460833.7237,455000000
100% CO2 reduction by 2050,Agricultural Reduction,2040,texas,hydrogen,38,13914892,12649902,460833.7237,455000000
100% CO2 reduction by 2050,Agricultural Reduction,2040,texas,biodiesel,0,0,12649427,460833.7237,455000000
100% CO2 reduction by 2050,Agricultural Reduction,2040,texas,catenary,0,0,12649902,460833.7237,4550000000
100% CO2 reduction by 2050,Agricultural Reduction,2040,texas,battery,41,15179882,12649902,460833.7237,455000000
100% CO2 reduction by 2050,Agricultural Reduction,2045,california,diesel,0,0,5972344,460833.7237,455000000
100% CO2 reduction by 2050,Agricultural Reduction,2045,california,hydrogen,45,6569826,5972569,460833.7237,455000000
100% CO2 reduction by 2050,Agricultural Reduction,2045,california,biodiesel,0,0,5972344,460833.7237,455000000
100% CO2 reduction by 2050,Agricultural Reduction,2045,california,catenary,0,0,5972569,460833.7237,4550000000
100% CO2 reduction by 2050,Agricultural Reduction,2045,california,battery,43,7167083,5972569,460833.7237,455000000
100% CO2 reduction by 2050,Agricultural Reduction,2045,central,diesel,0,0,14460597,460833.7237,455000000
100% CO2 reduction by 2050,Agricultural Reduction,2045,central,hydrogen,44,17353369,14461141,460833.7237,455000000
100% CO2 reduction by 2050,Agricultural Reduction,2045,central,biodiesel,0,0,14460597,460833.7237,455000000
100% CO2 reduction by 2050,Agricultural Reduction,2045,central,catenary,0,0,14461141,460833.7237,4550000000
100% CO2 reduction by 2050,Agricultural Reduction,2045,central,battery,51,15907255,14461141,460833.7237,455000000
100% CO2 reduction by 2050,Agricultural Reduction,2045,middle_atlantic,diesel,0,0,12624986,460833.7237,455000000
100% CO2 reduction by 2050,Agricultural Reduction,2045,middle_atlantic,hydrogen,50,13888006,12625460,460833.7237,455000000
100% CO2 reduction by 2050,Agricultural Reduction,2045,middle_atlantic,biodiesel,0,0,12624986,460833.7237,455000000
100% CO2 reduction by 2050,Agricultural Reduction,2045,middle_atlantic,catenary,0,0,12625460,460833.7237,4550000000
100% CO2 reduction by 2050,Agricultural Reduction,2045,middle_atlantic,battery,45,13888006,12625460,460833.7237,455000000
100% CO2 reduction by 2050,Agricultural Reduction,2045,north_central,diesel,0,0,26200014,460833.7237,455000000
100% CO2 reduction by 2050,Agricultural Reduction,2045,north_central,hydrogen,54,28821099,26200999,460833.7237,455000000
100% CO2 reduction by 2050,Agricultural Reduction,2045,north_central,biodiesel,0,0,26200014,460833.7237,455000000
100% CO2 reduction by 2050,Agricultural Reduction,2045,north_central,catenary,0,0,26200999,460833.7237,4550000000
100% CO2 reduction by 2050,Agricultural Reduction,2045,north_central,battery,53,31441199,26200999,460833.7237,455000000
100% CO2 reduction by 2050,Agricultural Reduction,2045,north_east,diesel,0,0,1689943,460833.7237,455000000
100% CO2 reduction by 2050,Agricultural Reduction,2045,north_east,hydrogen,49,1859007,1690006,460833.7237,455000000
100% CO2 reduction by 2050,Agricultural Reduction,2045,north_east,biodiesel,0,0,1689943,460833.7237,455000000
100% CO2 reduction by 2050,Agricultural Reduction,2045,north_east,catenary,0,0,1690006,460833.7237,4550000000
100% CO2 reduction by 2050,Agricultural Reduction,2045,north_east,battery,50,1859007,1690006,460833.7237,455000000
100% CO2 reduction by 2050,Agricultural Reduction,2045,north_west,diesel,0,0,14947379,460833.7237,455000000
100% CO2 reduction by 2050,Agricultural Reduction,2045,north_west,hydrogen,43,16442734,14947940,460833.7237,455000000
100% CO2 reduction by 2050,Agricultural Reduction,2045,north_west,biodiesel,0,0,14947379,460833.7237,455000000
100% CO2 reduction by 2050,Agricultural Reduction,2045,north_west,catenary,0,0,14947940,460833.7237,4550000000
100% CO2 reduction by 2050,Agricultural Reduction,2045,north_west,battery,46,17937528,14947940,460833.7237,455000000
100% CO2 reduction by 2050,Agricultural Reduction,2045,south_east,diesel,0,0,7433172,460833.7237,455000000
100% CO2 reduction by 2050,Agricultural Reduction,2045,south_east,hydrogen,52,8920141,7433451,460833.7237,455000000
100% CO2 reduction by 2050,Agricultural Reduction,2045,south_east,biodiesel,0,0,7433172,460833.7237,455000000
100% CO2 reduction by 2050,Agricultural Reduction,2045,south_east,catenary,0,0,7433451,460833.7237,4550000000
100% CO2 reduction by 2050,Agricultural Reduction,2045,south_east,battery,42,8176796,7433451,460833.7237,455000000
100% CO2 reduction by 2050,Agricultural Reduction,2045,south_west,diesel,0,0,8512490,460833.7237,455000000
100% CO2 reduction by 2050,Agricultural Reduction,2045,south_west,hydrogen,40,9364091,8512810,460833.7237,455000000
100% CO2 reduction by 2050,Agricultural Reduction,2045,south_west,biodiesel,0,0,8512490,460833.7237,455000000
100% CO2 reduction by 2050,Agricultural Reduction,2045,south_west,catenary,0,0,8512810,460833.7237,4550000000
100% CO2 reduction by 2050,Agricultural Reduction,2045,south_west,battery,55,9364091,8512810,460833.7237,455000000
100% CO2 reduction by 2050,Agricultural Reduction,2045,texas,diesel,0,0,12649427,460833.7237,455000000
100% CO2 reduction by 2050,Agricultural Reduction,2045,texas,hydrogen,47,13914892,12649902,460833.7237,455000000
100% CO2 reduction by 2050,Agricultural Reduction,2045,texas,biodiesel,0,0,12649427,460833.7237,455000000
100% CO2 reduction by 2050,Agricultural Reduction,2045,texas,catenary,0,0,12649902,460833.7237,4550000000
100% CO2 reduction by 2050,Agricultural Reduction,2045,texas,battery,52,15179882,12649902,460833.7237,455000000
100% CO2 reduction by 2050,Agricultural Reduction,2050,california,diesel,0,0,5972344,460833.7237,455000000
100% CO2 reduction by 2050,Agricultural Reduction,2050,california,hydrogen,41,6569826,5972569,460833.7237,455000000
100% CO2 reduction by 2050,Agricultural Reduction,2050,california,biodiesel,0,0,5972344,460833.7237,455000000
100% CO2 reduction by 2050,Agricultural Reduction,2050,california,catenary,0,0,5972569,460833.7237,4550000000
100% CO2 reduction by 2050,Agricultural Reduction,2050,california,battery,38,6569826,5972569,460833.7237,455000000
100% CO2 reduction by 2050,Agricultural Reduction,2050,central,diesel,0,0,14460597,460833.7237,455000000
100% CO2 reduction by 2050,Agricultural Reduction,2050,central,hydrogen,45,17353369,14461141,460833.7237,455000000
100% CO2 reduction by 2050,Agricultural Reduction,2050,central,biodiesel,0,0,14460597,460833.7237,455000000
100% CO2 reduction by 2050,Agricultural Reduction,2050,central,catenary,0,0,14461141,460833.7237,4550000000
100% CO2 reduction by 2050,Agricultural Reduction,2050,central,battery,40,15907255,14461141,460833.7237,455000000
100% CO2 reduction by 2050,Agricultural Reduction,2050,middle_atlantic,diesel,0,0,12624986,460833.7237,455000000
